fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,n_people,n_black,n_white,n_other,n_frisked,narrative,was_frisked
FC21004330,2021-11-08 21:25:00,MORTON VILLAGE DR,MATTAPAN,2126,Stopped,Reasonable Suspicion ,,Suv (sport Utility Vehicle),2,1,0,1,0,"While canvassing the area for suspects and victims following a Shot Spotter activation at 4 Henrici St, Officers observed MA REG XXX(2008 Gray Porsche SUV) idling in the parking lot of the Morton Village Drive Apartments. 

Officers made contact with the operator XXX DOB XX/XX/XXXXwho was parked in front of a NO TRESPASSING sign posted on a the fence on his passenger side. Also in the vehicle was a unidentified female passenger. Both parties stated they ""know people"" who live there and that XXXalso stated that he is ""known"" there and showed Officers an expired parking pass. Both XXXand his passenger stated that they did not hear any gun shots in the area while they were there. Officers advised XXXof the No Trespassing sign and that his expired parking pass was not valid. 

CK01F (Parham / Kennedy) & C202F (Manning & McCarty)",0
FC21003524,2021-09-08 23:16:00,OLD COLONY AVE,BOSTON,2127,Stopped,Encounter,,Passenger Car/ Automobile,1,1,0,0,0,"TSTOP for VALS at 350 Old Colony Ave of MA XXXon 09/08/21 at 11:15pm. 

Officers spoke with the operator (XXX who officers are familiar with from previous interactions. 

XXXwas recently arrested of F/A charges with XXX (Active Morse).

Written warning issued.

F102A (Fullam, Burke)",0
FC20002420,2020-05-04 23:25:00,FANEUIL ST,BRIGHTON,2135,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,2,2,0,0,0,"About 11:53 PM on Monday 5/5/20, officer conducted a traffic stop of a Blue Hyundai (MA Reg: XXXwhich was being operated by XXX (DOB: XX/XX/XXXXin the area of 71 Faneuil Street, Brighton.

Officers observed the motor vehicle to be parked by 41 Faneuil Street then travel onto Faneuil Street failing to use a turn signal and then turn into the parking lot of 71 Faneuil Street also failing to use a turn signal. XXXwas accompanied by his girlfriend (XXX DOB: XX/XX/XXXX
XXX(Active Everton/Geneva) has an extensive bop for firearm, drug and assault related charges. 

His girlfriend (XXX) also has an extensive bop for firearm and assault related charges.

KK02F (Sobhy/Abasciano)",0
FC22000701,2022-02-24 17:00:00,,BOSTON,2120,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,0,0,1,1,"Motor vehicle stop at Tremont St. and Melnea Cass after Officers observed vehicle bearing MA RegXXXwith excessive tint (5%). Vehicle had over 100 recent inquiries including a BOLO for a stabbing out of B3 from 2/22/22. Driver and registered owner was confirmed to be XXXOfficers contacted B3 detectives regarding BOLO who stated vehicle was no longer wanted. Mr. XXXwas cooperative with officers during traffic stop and was able to produce a tint waiver. 

D101F Jenner/ O'Leary

D105F Medrano/ Henriquez",1
FC20003574,2020-07-02 00:58:00,,ROXBURY,2121,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,5,5,0,0,0,"PO Jose M Diaz Jr (106745) as the BT55A conducted a T-Stop for speeding in the area of Seaver & Elm Hill.

MA Reg# XXX(Blue 2008 BMW 535xi) belonging toXXX operated by XXX occupied by XXX (front seat) and an unidentified female in the rear seat.

XXXsummons for suspended license and speeding. XXXwith valid license assumed the driver seat.

FIOE submitted to associate the above parties with this motor vehicle due to the registered owner XXXhaving a firearm charge on the BOP and the Driver XXXhaving armed robbery on the BOP.",0
FC23000724,2023-02-07 19:22:00.0000000,WASHINGTON ST,DORCHESTER,2121,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,3,3,0,0,0,"T/S for VALs (red light) of MA REG XXXat XXXWash. Op identified asXXX (Armed assault w/ intent to murder, multiple FA and 94c offenses, home invasion), front passenger identified asXXX (armed assault w/I to murder, multiple FA offenses) and rear passenger identified as XXX (prior FA and 94c offenses, armed robbery). All 3 occupants cordial throughout interaction. Written warning issued for VALs. 

FIO'd to associate with m/v.

HK01F (E. Foley/O. Russell)",0
FC21000679,2021-02-26 22:05:00,TREMONT ST,ROXBURY,2119,Stopped,Reasonable Suspicion ,,Suv (sport Utility Vehicle),3,3,0,0,2,"PO Jose M Diaz Jr (106745) B456F on Friday 2-26-2021 @ 10:10PM

Suspect Stop (P210083858) based on BOLO from D4 incident at 958 Tremont St (Slades - P210083848/I212012661 @ 10:05PM).

BOLO was for two Black Males in a Gray BMW SUV with New Jersey plates and the passenger may have a gun. Vehicle fled the bar heading towards B2 after a fight. NJ plate started with the letters XXX
At about 10:10PM the B456F (Diaz) observed a Gray 2011 BMW 5 Series ""GT"" turning right onto Washington St OUTBOUND coming from Guild Row. The B456F reversed direction, caught up at about Washington St. and Cedar St. and began to follow the BMW and confirmed it had a NJ Dealer plate# XXXThe B456F broadcast this information, his location & direction, and requested additional units to safely conduct a Suspect Stop.

Several B2 units including Patrol Supervisor B909 (Sgt. Burrows) converged upon the BMW at Washington St. and Dale St. and a stop was made. Both the Driver XXX) and Passenger (XXX) were removed, pat frisked, and briefly detained. The BMW was also frisked for weapons. At no time was either party placed in handcuffs. No firearms were located.

The Passenger stated they had come from the Tremont St. area. The Passenger did have a folding knife in his front left coat pocket which was returned to him after the encounter. The Passenger provided a RI ID# XXX. A CJIS inquiry revealed the Passenger also has a MA ID# XXXThe Driver provided MA Lic# XXXand stated he own a car dealership (Auto Empire). No information was available from CJIS on the NJ Dealer Plate# XXXthat was displayed on the BMW (VIN XXX). It should be known that a BMW 5 Series ""GT"" is a sedan based 5 Door hatch SUV crossover.

No further information was available from the D4 units regarding the incident or potential suspects. Once properly identified, the BMW Driver & Passenger were released forthwith and advised about the reason for the stop, exit orders, and significant police response. Both were cooperative throughout the encounter and stated they understood the Officers were doing their jobs and why it took place.",1
FC25001131,2025-03-18 22:45:00,,BOSTON,2111,Stopped,Probable Cause," Drugs, Body Worn Camera",Passenger Car/ Automobile,1,1,0,0,0,"About 10:45pm, on 03/18/25, Invest MV, a 2013 gray Volkswagen Passat (MA REG# XXXat Mason St. & West St., Downtown.  Owner operator- XXX (DOB XX/XX/XXXXhistory of firearms and multiple guilty convictions for Distribution of Class B out Boston Municipal Court.XXX has been arrested on several different occasions in the past in relation to drug investigations in this specific area.  XXXwas cordial with officers stating he parks on Mason Street to go to the gym in Downtown Crossing. Verbal warning issued for illegal parking.  AK01F (Marchand / Hiltunen)",0
FC23003563,2023-07-15 22:04:00.0000000,,DORCHESTER,2121,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,3,3,0,0,2,"TS for VALS no front plate (90/6), MA REG XXXwhite Infiniti Q50 at Merrill St and Glenarm ST.

-Operator identified as known Morse St associate XXXr XX/XX/XXXXmultiple Prior F/A's 

-Front passenger/registered owner of the vehicle identified as XXXgirlfriend, (XXX XX/XX/XXXX
-Rear Passenger identified asXXXXX/XX/XXXXPrior F/A'sXXX informed officers that he did not possess a driver's license to operate the vehicle and a CJIS inquiry revealed XXXdoes not have a driver's license (90/10).

Officers issued an exit order and frisked the vehicle yielding negative results.

Once officers confirmed XXX possessed a valid drivers license, they allowed her to operate the vehicle.

Verbal warning issued to XXX.

All parties were cordial with officers during incident. 

FIO'd and released. 

C113F M.Foley/Schetrawski",1
FC23001353,2023-03-15 17:00:00.0000000,AMERICAN LEGION HWY,ROSLINDALE,2131,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"Officers stopped MA REG XXX(White Mercedes) for VALS (Excessive tint C90/S9D, No front plate (C90/S6) at XXXAmerican Legion Hwy. The driver of the vehicle was revealed to be OXXX The car is registered to his girlfriend XXX.

XXXhas multiple Firearm violations on his BOP.

Verbal warning issued



L101F Kaplan/Freedman",0
FC24003514,2024-08-28 18:40:00.0000000,BLUE HILL AVE,BOSTON,2124,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,2,1,1,0,0,"T/S Black Infiniti Q50 (MA REG XXXat XXXBlue Hill Ave for excessive tint 90/9D and number plate violation 90/6.

Operator identified as XXX XXXhas been documented around firearm arrests and shot spotter activations as well as having Lenox ties.

Passenger identified as the registered ownerXXX active Lenox multiple f/a.

Both occupants were cordial throughout the stop. Officer questioned XXXas to why he was he wouldn't be operating his own vehicle at which point he raised his left leg to show that he was wearing a boot.

Verbal warning issued

FIO'd for intel purposes

C431F M.Foley",0
FC23000591,2023-01-31 01:17:00.0000000,,BOSTON,2111,Stopped,Probable Cause," Drugs, Body Worn Camera",Passenger Car/ Automobile,2,0,2,0,1,"Officers conducted a traffic stop for VALs (c90 s18) at the intersection of Summer and Washington Street. MA XXXregistered to XXX Operator identified asXXX(prior possession, bank robbery). Vehicle was originally observed with a female on Essex at Washington Street which is the location of multiple prior narcotics and weapons arrests. Officers observed XXXreaching toward the front floor of the driver's side during the stop and was further reaching to the rear passenger area. Exit order and frisk of XXXand vehicle yielded a small club, crack cocaine, multiple items of drug paraphernalia, and $560 in replica US Currency. XXXwas compliant during the stop. XXXwas issued a Massachusetts Uniform Citation for the motor vehicle infraction and a summons for possession of class B. 

FIO for intel on vehicle and operator. 

A103A (Lukas/Scott)",1
FC22002537,2022-06-16 12:41:00,,BOSTON,2124,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,0,"Officers conducted a traffic stop of MA Reg# XXXfor VAL's (90:9D), (89:11), at Norfolk Street & Stanton Street, Dorchester. 

A CJIS query of the vehicle revealed that the owneXXX(multiple prior firearm related charges) had an expired drivers license. 

The driver of the motor vehicle was later revealed to be XXX (active Saint Joseph's Street associate, multiple prior open firearm related charges). XXXstated that XXXis his girlfriend. 

C202D (Meaney / Cox).",0
FC20003542,2020-07-01 21:09:00,OWEN ST,MATTAPAN,2126,Stopped,Probable Cause," Gun, Gang, Drugs",Suv (sport Utility Vehicle),2,2,0,0,2,"XXX arrested on firearm and PWID charges following a shots fired in the area. XXX was present in the vehicle. XXXwas initially placed under arrest as well but was released after further investigation. XXXis an active Corbet/Thetford Ave Associate. XXX may have also been involved. XXXis an active Corbet Street Associate. 

Foley/Adams.",1
FC20001633,2020-02-29 16:45:00,BOSTON MEDICAL CENTER PL,BOSTON,2118,Stopped,Reasonable Suspicion , Drugs,Passenger Car/ Automobile,4,0,4,0,2,"At approximately 4:40 pm, on Saturday, February 29, 2020, PO England observed a Hispanic male, soon identified asXXX, park MA REG XXXoutside 7 Winthrop St. XXX then entered the location. He exited a few minutes later and re-entered his motor vehicle. 

At approximately 4:45pm, MA XXXparked at the corner of Winthrop St and Kearsage St. PO England observed the driver, XXX, and the rear left passenger,XXX, exit the vehicle and proceed toward XXX's vehicle. XXX opened his driver door and greeted the two females.XXX appeared to exchange items with XXX, at which point upon doing so, she and XXXreturned to their vehicle. Both vehicles then sped away. Believing a street-level drug transaction had taken pace between the parties, PO England and PO Henriquez requested marked units stop both vehicles.

MA REG XXXwas stopped by the TG01F Unit (PO Hernandez), along with PO's Builes and Bang. PO England spoke with the occupants, XXX and informed them of his observations of them on Winthrop St. XXXstated to PO England that she gave XXX a quantity of money with he had loaned her prior. However, XXXinformed PO England she believed XXXpurchased illegal narcotics. PO England informed the ladies should they be in possession of any illegal narcotics it would be best if they turned them over to the PO England. No drugs were turned over.

PO Henriquez spoke to XXX after his vehicle was stopped, at the corner of Magnolia St and Dudley St, by PO's McDonough and Hooley. XXX denied meeting with anybody prior to being stopped. PO Henriquez reminded him of his interaction with XXXand XXXon Winthrop St, at which point he stated that they were friends and only said hello to them. XXX stated that at no time did XXXor XXXgive him a quantity of money. 

PO England informed XXXto respond to Boston Municipal Court on the next business day to square away her active misdemeanor warrant. XXXstated she possessed paperwork that she cleared her warrant with the court, but was unable to provide that paperwork to PO England. She was searched by PO Builes at PO England's request.

No drugs were recovered this incident and all parties were allowed to leave.",1
FC20004404,2020-08-27 13:16:00,HAMPDEN ST,BOSTON,2119,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,0,"9:30AM 8/27/2020 TS for VAL XXXHampden Street Roxbury.

MA REG XXXstopped for Vals. Operator of the vehicle was XXX. Mr XXXhas 4 open cases, 2 for trafficking, Poss to Distribute Class B, Conspiracy to Vio Cont Sub Act of of Middlesex Superior Court

Warning issued. 

D201D Officer Dowling/Fullam R",0
